frame.number@frame.time@frame.len@_ws.col.Protocol@ip.proto@ip.len@ip.src@ip.dst@udp.length@udp.srcport@udp.dstport@data.len@udp.payload@_ws.col.Info@quic.ack.largest_acknowledged@quic.ack.ack_delay
1@Nov  9, 2023 14:57:22.725054000 CST@1294@QUIC@17@1280@192.168.1.79@192.168.1.78@1260@53831@4242@@c0000000010d84bb4c081ced7b92e61f6701fd000044cde5f80b99100958ea436a1d9c4ccb651b7f9466463880cda866cb3bf497997feb5001f0a06f22e05f0602fc5f32d4b83ea3595ab5fbb0257b5a83dc0d48202ae3ba04ff1a4f028ba2c7113cbc25da78ca8429f344fd04864e34239755363d357329dc1be67598d631cb8e9997bf47e0bb576d3c2288f3a64b514eed88dc8f154a0f63ab836a67f38a01f0b93f9f4b954eee170b7057d18f67d74115bfe45810d81fb94a917b88dd938511796a9831f3b8240919d4310970399b8d3b9d5e48df0cf6c357919da1497ea215713766266bff739ab95425b32683bb6ca2017f7d41a709f96a51149674f10d4da50665f7a9ff09886617e7f1c24a9ed5b592a0143198f6df0cfc9459948639c50ca325314fd4bea6047fdda1e3df424acb4d33e4de1904e50029b74ca0ac99e3d89488b59bc195f1e6a44f102dc82e7b37c78b09dc1ceef3b56715206cc46c3b7670478652aebb029f76994b160ad68874e5496f826e83e48bda07607ffcfb5da0d042d34ade66dd0db75be5c783274f359289d27d21c2418c01df6f9f9c0d4e8a293b03ae6288e87a09dbe3d5930a6d23c5be01fb1a1039e48ae482ce842d679b74e7da9f6e9fe91b730bd662851b43adca2f97b194a1b081a306cc9c70a73796ccf1b6672ed2af16a1db0619bec5923de41f5336919c66f2f303a2d52e02088315d179d9e8dbcb6ded16574104237b4c746fcec7dd935294936ab6064e4033bd930f4da22b2a65ff673168d74cca407865f1301f9a14ffdf3a94704f3b561db54574a7480129826a364dc07674c177c5e3cd6f1b49551a8fc1a27496f2e1d31019da1de3d9d43bd5ed01fa596e7ab8448a391c64c7f8f7ea8622e68ee752d453e5365188241f341b8db1b656a583a2a169ac2812daac3b04d07db6abe171ff9ffc88d4239b5aa4c83a020928f5cd55c0ef29802b5390ba59b3928dc4271719a7400b18bfa50f18780ea614a4e7e205d628d62410eed1be515731004aa31d4b426f0fed313dfc932a3eb0b58e942f357dc43a9c3e5595e8136003270907d528cf80d558d7db16b0ce15ac00b62a8a1475c4dcc6349b3fc1eed6392ef4cdbf95f508f6ff5486bbee9509bff42ecd2a990f7e3b68049314b45872118c3d88f41f3c23cc2dedefa7c2d03b6570afc95f013c5a7f53c6fc87bfb84c5e4ccbb6fe7d888a79fd88db52d0e6687d7d86704aa492932ee7f8c8eea299b2120db7b4783a16582d0cede9f21c3d693fac1492d9da6fbfefacd695cd23490c636bf59aca95d1855e9a0cd4a669b4b40e6cd7fb184b1837713c9e7e78b790e644652593be45098db73023fb0f299eb6acfb02a04dad6daba07c02f8873d0240c3f88d18acc1733b462a94320405516fe0c07d20ede1f1a67d198c690ace22bd6e3af9c8de4211675f50e0a5a8c9a2757ad9035631b231e67f3eaf312165ce7f03dae6d517228674da080302d12cd6ebb41421e49b2c851e720fd9742957669b12506fafc23c51a8d6573969942ab8e647d91f1139b70bb48c85bef6d195855ab627fe58328d26683dfd212147b5cdb3750c2584c3c5d8d2e077bf38ff611205d52332ee122f55c69c7d6aaee226dc25da618907e1b5a055399ba8fb772583ea2d4b4e0061564d8bc03a786cebdb5452f334559c08167f7cbbe2800f83ff41b9f87eb4c0f970f200e08eb6dfa46b336c9f6b7923ebf506d39f4b5e2313d55aa30bad34d0b5e0d09632@Initial, DCID=84bb4c081ced7b92e61f6701fd, PKN: 0, PADDING, CRYPTO@@
2@Nov  9, 2023 14:57:22.725154000 CST@1294@QUIC@17@1280@192.168.1.79@192.168.1.78@1260@53831@4242@@c3000000010d84bb4c081ced7b92e61f6701fd000044cd3df46226f2793a0f0942ed4141bde4628776dd6bd3d3c20abed43f3ffa1f170339317d4453e803c729fbe9bc5236b5888cb1277edd7b921f99f33a49076f6eca95383b9311262a53a16f679ba757cd4cefdf2d3efcb17cb078c6009c19b16063237362eb24118d28b143d798c907837d66c965cda7a987834638e6b33a8197a31b3ccbf25578325cd0599106c78779a5ebf3b7178469df27ba701c42d9300d783bb9808f583729d0a9e638110c2925f0f28d9f088840119623985281db5800824f96554f151b096441bb05fe3b62f48be655c65b8d30e8338ea8052b8d516ec4f85d58a50fa2144af4d044f37dc10aec0974e020a57db0dea1dcfd14850a36c67b456013dfe3cd6d15f4132807e270fd1b66fd87e1ee7f408b75417925307ef41faab8ebc81c5ad4aba1876860dac6a40f22d8223bb7e38d04242a5e45b2d3889f9446c064963932846b6679589fcb41b85be6147a5a165c85f7404d1bfeaafd7bae2a287e7609171ec934f4581e050055aa6771a9b5d8c284fd8fcd966cb9086e9bdb88ac10522b3db2b9b34c9e98af7408a3ecfcf3829376aa9c8ccbcdd03db62cec8ffb012d3e1786db79d3fc6e26da07da17797cd78089e844d373b4628a4706e33279e1f74c1eec5cf2ccf28da07e1a50c4fb32fd70d4c1b3ab26ef1c1a04725fbe84bfd4e022a1b95affca6f8d2fced122fd36a235cdb061e4f750952e74860a4262f65308969e72bd5024e87d93f2dde690b2339f22151ca9a2e3a15300ff2e9e8acae2054b79fdfc206278935b42b6e9de7fb5d7cf86f1853fa0fd74186e53aff0b03a2ec1a455eca8e980a17723d6f95dfa1c1a86ff167649968cdd3a4bc688a5c5e6d6f84cdd190223d7f2af28ae158ab41a71b0442c1b64e4d2b47d77eb7487bf00119f9983cbf0419da0929af1d6d0f8dc2928d39799c8dd2c2303e78d90daea2f479c471239eb0161ca7c7f87ab5063a8509999d263ba939355f6a0f462c81d3e396aa1a3f786975511a2bae79a6e92f04dc3ca5696be087ad4d621ca3943772d5f512865b22f0b48214476b8244ec6f0a40dead85de5713b6a95ffdda2dca6bf4b18ab3f9dc9eddb880f15c8bd62c08b0b3eaea17e0efd8c8654b6141109fb0d5ad58277c71b546158ff7f9554fc2c46f8e8d59fbec28567fb4b101616a63c06ca48a5abe5b6e7dcaf074a6153553b69c0f6f02ecb88897d860247528b6f05e7aca7af04f194a40e3eadc6b88f2a3c13f84429b5c65cdb84bb652767ff7cc96b50692de5b1ce541b34a0435ce4e85b2a6e01722905f48a65d0ce2d630830110a8d0217ea032f43847a61b982e653b69f578cacfa93d670930ad61005e3b07fd8b80f53a98220c464eb80aaf9959c636a97f2bc0082b6812bc0db31de5e3328fdc9d264b066deea58abff052036d07e82626c978ee65e179364b3eca206e65ad6b111530356c1458153d051f56002b3129542b4edd7381f082347acd33cfac8e3b8eeb7b4ab1ce3706e23e62e73288774c6b697039b8d2801862fce07935890b0666f534500379b18e49b9af241e2aabb7164cbcab43e42c1ce4b774cee2fcf2ef135ee04ad662008aea6a65f96841f4ab76a07864aab7edbc8272d3e299d20ab131ace20e53169799848d439e4cf22453cd0b6cecd54cd269bba15840394fc314a9ec4a165f403d944c458308c7a7ad83c1b7350aeebeef02e4bdedd2d00fd72152dcbaa1cd0@Initial, DCID=84bb4c081ced7b92e61f6701fd, PKN: 1, PADDING, CRYPTO@@
3@Nov  9, 2023 14:57:22.725166000 CST@1294@QUIC@17@1280@192.168.1.79@192.168.1.78@1260@53831@4242@@cf000000010d84bb4c081ced7b92e61f6701fd000044cd90f7ba378c22e96ce2a481b50e8098cac21cc8f5df283fe1db0c62adcd3555af5104b36fbec58204b9a73006b5a34c3f7a31969008040130da0ea379ef3bf246ec0d567e6e43601a6acff07fbd5db0d2f5a500e542bb66f45b9d6b63edc2dfa8380ee93ad55884b365a1e006ea95c8e41e452c71c97421276debff1d0e090e9c496fd37518801e4730f16c983466e6966f553850fc68531e12912d5ed90e4a01b6ee9eba8b6373e40d4c13ea2e7b6bf993f26a188316764409bffb6699bb853893f63eaf7b1c020f6b90f878817800d8886fa98137e21cedcd6eb5cde2a9b76f6b88669a98aa997a3e3a45ba170b8db4c8e524c4e275aaa7f716092b0a005cd4f48912a86ec04fa9210b24a78075e760fefe0c559d969cde202ffb76c76645ecd6a7bb31f7dceb322894b821fc70518119c24460caf2d7431e6f53edc6ebe46c02f0759e5c0557809632b73e8befd3fa1e400fe357fd8ea1add0aee2ef815d66f31256d182d60227c2e461f573ad688db691a25909859b2d58c202919310f7c50cd80393863cd3856cbb260598ce3e484deee22a947845997dd0ad7c51d086bfc0ea614b27d442e724e8345cf8559f078787528365fbf9de9bc99e54ff45613f34248edc684e551fd9d97614d8067d782c6a19645c45336c1a6d434c632592a7a5e865c8549c6d41f40f71d400fdd2cb00c60e266f12edbac82d5ef84866afaa725b9fcd04ef38936c81f84fdd7097f347939228c664a60e9891b48712ae792db8b4a75b354a6a870b314c5aa63a0d8d9c64e88ab9cf3807ca1fdda7b315596cf2e0991d4c866365b787dfaf6ae1b883a99edd6fedc1beb7c05d7feda83b363e1d58e1cba90c8fc3072b0f9527e80eb24f01dac4c43d3316624eed3a8906d7522b298b3664d46ed103bc8768ba5c1863127388a6bc0d7e351defc466af3b823c330ca04b85bae844c18e93a47ed346f81ba40b9c152ea609f943d7c700218a949bcba34eb05c23914a0da017c54fc5300755cc9a167f8e9e8a5669199600fe545bb86f38ecce0d3992026fff53b6ab68f9763e00d23716b0d0857ac35736d7938b5b6e70d7dc9c63767e21b4660e2477955e584c083e22ebf311d383860215fb839d15f5db7d257ef08fc6b42ce7c988b7388f54206532ea6db73dbb8681d4c07de3690f235680697bea5dc9806adf9eeaa4ab56ee0e87d4fa662065d86e9853abcc8ef5c1cbb12c534b32a4b73c45cd191817134fec381cbf38af5ec0636f141dce9e492dea318236ee2a74b50eb3240800c5555f187c2ab4ef5f7e74700591273ac8b2cc368bd3b5bf858e8e4109bbd545247e40effea145f86a7725f6f9f26bf7262202963860cf679170657eccb65f37c453c0d19bca777e493c504320d066fae6a53822d020ca7ab8e35a1d9524e91b01c1639538ffa14302d9c003cc6e2b792806a337f05f8352c857178935553918f481aa27c60912503fe9d69d94ae6ca28b873f303aa582d7bd2c05920283c8c786948af2ce3c1ef622055fae4900197bd4c5f926ac4b59fc96af760b07a45f9efc7d6d8fb0ea13a9df4f60e984d02eea8e9cdcf27d84a1693784192a6779da492d95848cbfca80830e546e4b4352fe535285bf04e3de46beb74f0974224fa9f7c39aee1df6203da333ad8e0439b572e4b2988fc077dc5ed8a8c951eef732042c8d8523cf7fceb83944e86dbdd9f8e5860fe73a29e11b9c287ce8e3@Initial, DCID=84bb4c081ced7b92e61f6701fd, PKN: 2, PADDING, CRYPTO@@
4@Nov  9, 2023 14:57:22.725179000 CST@1294@QUIC@17@1280@192.168.1.79@192.168.1.78@1260@53831@4242@@c4000000010d84bb4c081ced7b92e61f6701fd000044cdd33ddf776d6e0d64a9e5d6db54821b592ba69a7696fd00b859fcc076704334a2bafa9bb1293e4e420cb4538417b019df934acbcc7511e1bb4ad760993b368566f193a08688b5db4eb2868e1d1b77a2edb2ee5821734a8a59048554e72e1ee26b218406830419cb0db7bb23c3d3d1a1db5d8d5edae6f36e379d07937d172f2f8c9f32c6d6456ec7123311d344d147bedd575fb83680ebf7d0095e42714d66b73b28bf457283f89e03be9540b8e8224c4bc775b2d6c5d99f28324c717d30fb23bc986fe5d5faef20a8440287c311aad762933047dc5e7ddab2774da1e7a2e1686986ee4b2c30a31d55b992291bec55aee01f3cbd593aebfc00e973be7527ccef29857dd4eede7acd263da9ab55d2069f03c1869f48866d1a3274121c6bdb79990ce8ef1e6251b31df1e50e1dbdbe05198610b65b7781f6c9d95d2d3d7aac37912e9046e0b9bb46a6ad68a4dfd3e8fbd946161aad5dc4bc82124f9a75b53badb449d9eb6909dbf1993d60dc3fcc571da76b4fcc8225e137c6a840dc4fca0d0d691b3da426d1cc06b310ddde0c083b9dcca1a3fcefc1779bf2d7df0f4d33197062b15e44020c6f6272f989b79b4721ffdd8ab2ac329c7db1b46f60a92a0beb934552b7061513bd52bd9ce1cab2f2e405a944f79bfe6139da0e3acb34f054bb14185a87f2d18d3f778c513d105464c873484b37abddda8133d0057eb7530f7a694852f9f0b60f6a2e7f0143928c4393cd64b017a96ba15c4a64592981cea340e5d665665b42774739adb7d8d52900e95e69f23fa08313e8759013a4f54999f77976b7b65b8a99c0d535bded7eb41aef116b057b800115af701723bf5ad4b6c2d13143b3a598aaa292eea0e814d08cfd57897514d21858a1a38c2b3a0e42a6ef48b422615709ff40e9c0a07e06377e978302fb919edfec634892fe543d017a0a85eeea8a69ae8fd886f3a720d2920a1108a567476a73d51760efd36d3e58b321e89b8f0edd427ec8cd18202fb34b45c7d4a9c2b97a5f4960d1a2cf38aa15da77ddfa190550e1bb54ec456ae47ad3e17fe5efab85c77bd52b36c208b0ed3a0cf442bebe9b3c591b56f72a6ea9caee3730b9f71993f8d2bd3e78d2ecf9480732ddb8d7a965cdd0efa05b30dbe8ede2a0ee9e9d6d891132d3c34940f0a415818eae0c2a0339c2ab803c83d11fc0796ea0d55b75969d9260896896de92f14239201c96fc9f2e72fdd8236826e02a18afb0d21d33028d01a5adafdc7d0e35a5a201e00845c924303224c3738141141ff5c8a6d368bb1586f5297559cce9be090f16a7b1271364d01871c521e71819fe9bfaf9f1ea9853ebdf2cdb9ab397e341259d9bba138a9fbe5d8a3d81680bfd2145aac50a1f6afc579f3cb43d0cfde4464e9d0888b4108153a054ac8e772b351669eda1c5195c63988fea5c346de204313adb5fa605d9d77e4792f2c4e33253b7135f1e1b8e8e46c4ee4f3d9ecbfeff0aa109688ac9412eebf0488481bd0a78afcf7920471ca099c92bd57e29ba71f6bb4095d52e4f08769ed3b50c6e679bf7a13e079dd727ffac87b71c806c668c2a6847318b54cf8488cae9ca0d36b1b782298fc6e74e1f33cd232e9593db9660076f192e074b26efde350b549e0e857120794637b27679a06d8ceb118b513f0740e2289264993e21726377fbc804b6f507d27fc476864179cf4f8c8d5d65735941f252c973da0aab9eafc4caa73a114dd5a534ae9c@Initial, DCID=84bb4c081ced7b92e61f6701fd, PKN: 3, PADDING, CRYPTO@@
5@Nov  9, 2023 14:57:22.725186000 CST@1294@QUIC@17@1280@192.168.1.79@192.168.1.78@1260@53831@4242@@cb000000010d84bb4c081ced7b92e61f6701fd000044cd7560fa6737ee0ca63512a404941a56a0934f019aa1d0e7d58104591e35436a6e688d3793bb6e4c424a9936917045b8b469bff2e6cf9fff77acd55626d50901032fe9701438114431d3b644bdb032f8fce429f7ce04b744210bceb96d599811364ac4e47679a4b08df8d208c9534d9ab93e0b9fed3bfce60a699647b7dae48aecfd047135125fb1661b2fc359148b57e60f5eb74776951177145b2889fbd9002ef96e851c42a15e91495cf325ec99ffe746ef7da5dc49b8663759b709e5b4210a160de332b4ff2dfba8737ab6b92f6e3905c7438b1d1c221c0f39b88c7e9cc4f7aa86ef4cb3a7339eb4d95c629928186875652155f0d9932a49fc5ffb0641547daccb5a172ee0a62d8e5e03c4154397fa8f6f8fcf510708cdfee9a7e59421534a27c1839ed894ab73e219b09a3455608d63c3cc1f374107e1094d392b38416a3665dc48dcf4ca8fd04847aafaa70bb54058880080bfb3810cb335d6bd0709bfb7761e2c620112ea52b6ea22078a58615514f10557cb102c4f7342c0123d69c3c1438de28b63ace74aa2a11f93c8666b132de634057477179b64854c33f7fd53389627683aa9dec3e5e508ac869ac69f6afbc6f34de43271134651ffb69218abdd30ce46a1cbed0667e1c38f1068b525ca381b0db8885c09b1801d0fce80acdbdd820fe5e363c96e78b35fe20302272605dff160b2c7ffdd35113d63d31642806b82143695f6eaaf4744cc05ced1a4c9aff700fe6826c528a7ca573b42c06322dd3dcee0fcd1a6514af400175db085cdc90931798fe7efc8a3a89e228963c29f75ccc126e8972462edc2a8b260f86f415b4dfe5197472c3c201732aeb497e2ba681ed9bb252b2fc86b7ed1003b26927be1ad0667ff21d041bea32f95e84c6680a925d6ba7036737a080ea3948da20f79b3fa08978f1a14caa051e8c451f40ef6ceb19fe6fb8aa1f5cf0a8aeab15c18b2e7c5245114b02e9ff8470b6fef3e0ab56e51c74f06ef9d2b39dcbfa1c2aa4b358f70125758228fc16c753451c522f1af452fd99b35416b48974ad5e8c6f957b5276fbeda24a88bbcd7887576081c434bc26dcb7d275f622e167c3f3a310e9c75d2f061cac69f68e77c6a208a4d62d20218a5aafab6d35d252b4d0f57f105c609215662ea1deab92e6ca8e0e038f8abd35be2baddf18bef9abbb2096ca0ede557195cf28eb930152e2c33a2d74dfb34f17e7e1bcfaffba7a76b6a49c5a0c73cf5a4ad4e7d2f9be9288f6afbb93c3f90c2f29fbc532eeb1f82d1185840e448bd8a2361639db84a4356ce078ad490ae923d5a405bf4c2fd9aca7c7ccff3941bb917c570ac908dc6ce825293b9bdae55669fb13595623d6bfd2efc3ba9831d236561fd68446dce43b54199731b36cda685a818c89b10b2d4682a71d7de11d675cb2ba51a4c53d8fa66c5d7da0546509fc6fd7d013dc18e915337f86fd4ecf8eec9d0d957ae8866aae81b07393e91a7475d0d161d5abd29cb9a448acf28f625ee7007728c118d8c936cd37c902587e1ffc38397067468ccf267821e8b39f5907c7441010ff7f465c24ab0ec4320dd2fee2e46f80564c33958f911893104cf063a693315f22ead9f52b4688ab67b722624754a98f935d6fc6e58025858139af1289184e027ed4f8e60a9a82cf1f00a445001e84763ab81757559472a817f5c631021db47e817e97fbe149318c66d698451407f565d257080e5cdd3de6a1ec8404e@Initial, DCID=84bb4c081ced7b92e61f6701fd, PKN: 4, PADDING, CRYPTO@@
6@Nov  9, 2023 14:57:22.829024000 CST@1294@QUIC@17@1280@192.168.1.78@192.168.1.79@1260@4242@53831@@c2000000010004af9d57530041ab3ed0f84553e8ecd7ca82719cc6b6e9b38be5e3edd7f98a193c539fe529e2ae284114fee391e74382d8251cb368e34893f8b4733f6775b1057fde775e0713a57adc8ab9a2946d43394a0c9e7cf29fb332fd26f85dcff63e9cd317a45d3a664e9566c11e78c275a110b7b2f2802c7a32c141f6233015b01fe344d32e50a7965543f3648499f7044200ed8bd9cf7dd71f2fa49e292f1954fd324dc8a65043805b755a7d0988e9474baa28c32168e7a774b1423ad996f5f99a5059a8da3136c3dfe160dd80898bce44e109da2935c51c65d2e8aff9b104343c8a828e832ce1abc945901daca604e9e09c88d82833fbfc1ab912b0c4694aa1f4e88b8779c209640d250b246f99116321c6dca729d60babdda3ace7e5cc58c39a1e14a99834e7020c0371c8c22abbff935301c905885687d36ff50b5b9d712fb1a0a0f4ebef6d3117a365a959ba2f52019846faa01693ca1406a8bbdab31bac33abb2e4012299a69bffda331657cc1b8ed2c2db2be23ba12314dd2ce1dc76379aafaecb03e5943e972fa48e25c5411ae9849be7d12f79c6f5eea6b83ec392b70635e369ef6636b5179776dde0ae24cae4b73689c5ed000000010004af9d575342c3f1785e414abd32efd5f14ac19dd069ce3d6dc23ad7354a7d21df75d2b90626b35029458df6fb95a7a5ee71ebb0afa017a121888d19aacb1f07f8d6e935f8233b7b20e6d087c9f5498fac7f602bac943680affbc05c3e8c2b4d3635b3912cfd3c0b8ea06ddc7ef2d84b553d9b8403e83d2864089dc7006b9428fb4b5b4e81e6b7b7f36678d9f5afc147e7b9f1953bfcb9119965301a2515d444c8c61e4b06d8688043d4ee2dcb03d48b3a553a61914d925a36ea6a9e81bc3a3d8c6a6d17989c8f45f9f1d41dae22cace1f742c346b1a31a34bce7c9fa6dcc119f06d5023fa12069ec686f30394ca310a754a5e3a708b9998137b7f5b398f99caa96df1d9bdd27a539473f869f2b81690d57b4ae2ea101b92c684e0dd49883665010f4a56425d7d3efc4002a205fcc3405a46a878678f55c78b062e862fa428cac4433926f22f2133fbdfddbaf92503a416dc6844a8d56bd4086eabdfbaf467d42ff5405c0fca4831a2f624e8f72f6cf4c22c38b4681eb8aea3e4bad5ca335769dbef6b3002231fb46039b787cb56ae9433232cecc33a52c9d7877253d473a0bb7923737a3d63cd898a50e596c0746caa9f0bb38c13fdcd896722852248412a50b2e606cec7145eb52bf5a2f735f78c08e8e5cbe006f50a4352a78e327079478428c797f99c1bb8b6461924438a1f310270021b724f3f5881a4a6187a103e9a4fea4d2e9ec22881b61d544e805ad494109e8acbf6cc81d1a03b995a4039066062f607aca574e26fc66c81f227731d28b08bdb5f41a679870cb3a35055f3ccb054cbbfe8394295a739399cb0d0b605e2fe97fb0e799fd5e8e9734ffaad75ce51d4a925b72fd0ef8f50e4c56ea66e13c23a68ee6c393795f79bb33e63a978241189f3b2fe3b2548656362fd4111e66f3199c3d1cb02383df1ec6dbce8e9b15ca84c9dded8a070ba14dc6ce20b04d1e08bdb6e5f4aec6d2bba5db203c61c2333f82f25af0f9c25768f1dc7ae56a09442d4ce6b3816f5c1bbd915b0ae747fff0de814e1094441e901e1bff040bef933f6a4a98f0d656e6585dd6dcf00eb861e963e693f6500a1e51780cb74616698924df5d7c133ce6c1c4c647ec6622692df11ea5313cae64d60@Protected Payload (KP0), PKN: 0, NCI, NCI, NCI@0@0
7@Nov  9, 2023 14:57:22.829030000 CST@79@QUIC@17@65@192.168.1.78@192.168.1.79@45@4242@53831@@c1000000010004af9d5753004017783a90561c75397262f2024a3ba225625ef4d6090de914@Initial, SCID=af9d5753, PKN: 1, ACK@2@0
8@Nov  9, 2023 14:57:22.829032000 CST@79@QUIC@17@65@192.168.1.78@192.168.1.79@45@4242@53831@@c5000000010004af9d57530040170c86f980039e5b76affb3828e090279962d2f133912817@Initial, SCID=af9d5753, PKN: 2, ACK@4@0
9@Nov  9, 2023 14:57:22.831244000 CST@1294@QUIC@17@1280@192.168.1.79@192.168.1.78@1260@53831@4242@@cc0000000104e0f0374e00004477e27890aa57dc203b51ae49ff6770b01d6e3e233c089a7f7da647dd833bd7da032c58face43b9b9b86c96f65975a156672fd57efd5605d5d0fd5b890cbdd87eebaf9e7d46bda6ac317c63a1b2680155f87b9800b30f3b5aeb8d98442e416d9b20ca8aa30e58949125332ee44131698b70a5671d12347352c0f6630ce274a71124fe99be9a8cb2cb1ab0e73e532d405b3e8fa690e133552cb5e5eec384889c4c0c1458cffb3325119f5029c6fcd26a34a44268a6257d244bc3b7dbbae3b0e7d9ebb5c5301f57a8dc98b34def2fd13c685cbeea831f48f651b879deb5719d52c1bde0da3ffadb0f3cee652e2ba7bfac0bd2e8abc003248437c8ec5ec95f31f6fedb83434462d84280d0b6edc4c0e985389ac143181aad7c472a48e86155d926887831fda5bee41ef204a8c85bbc063ed157072926feacfcfb6594390907b3ca2e9aeb8b804edc8dce3fad83e083a3f8197b393e2ce8e7ff78bf21d3b783476bd34e0a244d040c952b149769ed7a331452326b15af237d3b84d6a87c5e2c571c4a6af0a3c8034cefd4ac0330456715ec453389af985b68a6751d3c7e661b0b0029aad797859899e6a6a65c149e9045f57aac534154e9a39ff54695a49711781ba4a9fd95997b783f9e040a31bf912ee2c35cd6f6068121f4294bf04c13d07705de47b64bc2397c5eef8af13b1092bce8a8eef29a4f080dde4a9b8128c2ce3a3ad1849829da0ddd512f3c56e118693521f69936209fb9d59b4ddfa3960198e86e0d784174f4b9f236dd5e61067c9b27de7d30d84cf9879baa429d03609ecd694e8b40346e7e4b4675101642ffca1f53b4992d2389c245506565cb1605be4ba07bda731fe067fc3eb795b1a86b612f452eae08678b2a80529034aacaadd666f906747e37260199de07b3851ee1df7882682d4c03d401fc40a17b637bc4e5f0c5b63c5d6b2a974a4df2418929d55108de84936af92634b5d57456c8d9cc3739c143f08df635ec19769deb249e73c3b31e95f441708537f7e499b3ba988f96911ad5ee71d86f70c99b0794af254294722b5d6d529dcca4d3491516930ad5c1ab7747c3194c1517b88934c55964dfe0ccc8086e4d4978440335ea5cb5b5f5d4514fbe386d5b95e6e33bdb1dfbab892cf3b29cac7f7421d9327005d820dc3ed81bfcf59ea07078b3e92cccabacaff3feb8a6eb4c0004a36969966d9735cac985adea306659650f4b6bfe6ccfb57b08ba7d9b9f4c5adf872a7c4cf1ff579b884e9aeb475974c148ee5dceef4452111c05047034bd44db4964b94ef34c714910b2c62dee1c2197ca01e182ee972fae2de2de0b3767caef0df8413b93e83b678cf2bfddc8bb686d031bb6593d740ebb8c1c0c8f90ed4d4f33082e7efa03ef029536d2db8b3f469029c0b1a68cbd574f116a8692645d422376d970f8bed652e14aedd94454aa140980c9b4ddbc453526aa3c0cbc71e3d1163cc0ef3778df1970aaf765230351c8dcf9214a73c29ddca80fba815f0bd236bfb89e194a609947055be661f39f836bd858092fd75172250f564db37fbd910bdf4d637f0f8e1389cde04b1eda1113bd0901a9f53bdcd7dc4f3731f9a6a0660660a26ccec85d2ae00000000104e0f0374e004039605eeaca70f9762d2aad679054ad74b78390737a0cafaf0334db7541491740464df686c825bc87509d44717bfa38a1f771c797f062be8996c65ce0f0374ee50c36cb6525da6781abf0a89a67e3d34a4da0ca@Protected Payload (KP0), DCID=e0f0374e, PKN: 0, RC@2@0
10@Nov  9, 2023 14:57:22.831293000 CST@78@QUIC@17@64@192.168.1.79@192.168.1.78@44@53831@4242@@e60000000104e0f0374e00401754f1cef0a2ad97f55adf92d79b80e7a2e02d36e7fe85f4@Handshake, DCID=e0f0374e, PKN: 1, ACK@0@0
